challenge,metabolite,platform,super_pathway,sub_pathway,p_value,mean_response,significant
OGTT,carnitine,Metabolon HD4 [nt-ms],Lipid,Carnitine Metabolism,0.00088788876054193,0.010142699249008,FALSE
OGTT,catechol sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,1.30795339107888e-12,0.332042528880425,TRUE
OGTT,cholate,Metabolon HD4 [nt-ms],Lipid,Primary Bile Acid Metabolism,4.58187880957716e-06,0.665553092704121,TRUE
OGTT,cholesterol,Metabolon HD4 [nt-ms],Lipid,Sterol,0.541342080198708,-0.0639800513343152,FALSE
OGTT,choline phosphate,Metabolon HD4 [nt-ms],Lipid,Phospholipid Metabolism,0.0239166073408149,-0.160487313272224,FALSE
OGTT,choline,Metabolon HD4 [nt-ms],Lipid,Phospholipid Metabolism,0.0153933986362739,0.0520989154760531,FALSE
OGTT,cinnamoylglycine,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,3.0857349587717e-08,0.0114443929663118,TRUE
OGTT,cis-4-decenoyl carnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),1.96101877317683e-11,-0.541551304832092,TRUE
OGTT,cis-aconitate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,0.311030786090268,-0.551557771363726,FALSE
OGTT,citrate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,0.0841884091761212,-0.186495819296452,FALSE
OGTT,citrulline,Metabolon HD4 [nt-ms],Amino Acid,Urea cycle; Arginine and Proline Metabolism,5.33874415725505e-13,-0.184979495863397,TRUE
OGTT,cortisol,Metabolon HD4 [nt-ms],Lipid,Steroid,2.2528827893174e-14,0.337737565403959,TRUE
OGTT,cortisone,Metabolon HD4 [nt-ms],Lipid,Steroid,1.69927079208166e-05,0.102491711918983,TRUE
OGTT,creatine,Metabolon HD4 [nt-ms],Amino Acid,Creatine Metabolism,5.05075708845792e-07,0.0340749504987004,TRUE
OGTT,creatinine,Metabolon HD4 [nt-ms],Amino Acid,Creatine Metabolism,0.310939306462778,-0.0917391783295373,FALSE
OGTT,"cys-gly, oxidized",Metabolon HD4 [nt-ms],Amino Acid,Glutathione Metabolism,0.612824661153529,0.0517118927371623,FALSE
OGTT,cystathionine,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1.94621036770236e-06,-0.123343565162353,TRUE
OGTT,cysteine s-sulfate,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.418734665616603,-0.00233897779395136,FALSE
OGTT,cysteine sulfinic acid,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.0464569810727209,0.0265601221685169,FALSE
OGTT,cysteine-glutathione disulfide,Metabolon HD4 [nt-ms],Amino Acid,Glutathione Metabolism,0.52449808093076,0.029242204514749,FALSE
OGTT,cysteine,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.268019947568548,-0.108037109619424,FALSE
OGTT,cysteinylglycine,Metabolon HD4 [nt-ms],Amino Acid,Glutathione Metabolism,0.336687746295112,-0.214814570281147,FALSE
OGTT,cystine,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.367732690031771,0.109178404405482,FALSE
OGTT,decanoylcarnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),2.18479981499624e-13,-0.608411605681783,TRUE
OGTT,dehydroisoandrosterone sulfate (DHEA-S),Metabolon HD4 [nt-ms],Lipid,Steroid,0.583056106598443,-0.117034349759565,FALSE
OGTT,deoxycarnitine,Metabolon HD4 [nt-ms],Lipid,Carnitine Metabolism,0.400808988342844,-0.0383739171786827,FALSE
OGTT,deoxycholate,Metabolon HD4 [nt-ms],Lipid,Secondary Bile Acid Metabolism,6.00601670238383e-07,0.192372596430687,TRUE
OGTT,dihydroorotate,Metabolon HD4 [nt-ms],Nucleotide,"Pyrimidine Metabolism, Orotate containing",0.014828878208685,0.136201810692506,FALSE
OGTT,dimethyl sulfone,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,0.0135974793919227,0.0266016652291102,FALSE
OGTT,dimethylarginine (SDMA + ADMA),Metabolon HD4 [nt-ms],Amino Acid,Urea cycle; Arginine and Proline Metabolism,5.62019773967145e-07,-0.113059511619883,TRUE
OGTT,dimethylglycine,Metabolon HD4 [nt-ms],Amino Acid,"Glycine, Serine and Threonine Metabolism",0.0776810048391356,-0.071637036575699,FALSE
OGTT,dodecanedioate,Metabolon HD4 [nt-ms],Lipid,"Fatty Acid, Dicarboxylate",1.81515245065608e-10,-0.564690230045184,TRUE
OGTT,dopamine sulfate (2),Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,2.77903221107131e-07,-0.23778753790803,TRUE
OGTT,epiandrosterone sulfate,Metabolon HD4 [nt-ms],Lipid,Steroid,0.87935393352076,-0.167383276463148,FALSE
OGTT,ergothioneine,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,0.624146636481503,-0.00241086275833473,FALSE
OGTT,erythritol,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,0.575111662741673,-0.0454270986136498,FALSE
OGTT,erythronate*,Metabolon HD4 [nt-ms],Carbohydrate,Aminosugar Metabolism,0.0859036556121393,-0.0810185188607266,FALSE
OGTT,ethylmalonate,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",4.38154782335027e-07,-0.0425383378427935,TRUE
OGTT,etiocholanolone glucuronide,Metabolon HD4 [nt-ms],Lipid,Steroid,1.35644758509741e-05,0.115284991957055,TRUE
OGTT,flavin adenine dinucleotide (FAD),Metabolon HD4 [nt-ms],Cofactors and Vitamins,Riboflavin Metabolism,0.321073862715477,-0.118411283201331,FALSE
OGTT,fructose,Metabolon HD4 [nt-ms],Carbohydrate,"Fructose, Mannose and Galactose Metabolism",0.00109902992506679,-0.0889100093823664,FALSE
OGTT,fumarate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,0.0976718091541353,-0.0177692408213447,FALSE
OGTT,gamma-CEHC,Metabolon HD4 [nt-ms],Cofactors and Vitamins,Tocopherol Metabolism,0.478992943543692,-0.564122212160176,FALSE
OGTT,gamma-carboxyglutamate,Metabolon HD4 [nt-ms],Amino Acid,Glutamate Metabolism,0.673680459968553,-0.151673418843431,FALSE
OGTT,gamma-glutamyl-2-aminobutyrate,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,0.000620875739947286,-0.383405063794864,FALSE
OGTT,gamma-glutamyl-epsilon-lysine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,0.00629557847145073,-0.130168652010731,FALSE
OGTT,gamma-glutamylalanine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,0.0271132097695764,-0.0511227375656992,FALSE
OGTT,gamma-glutamylglutamate,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,0.0671036920790463,-0.00823635430977826,FALSE
OGTT,gamma-glutamylglutamine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,0.011276382716838,0.00162247646948071,FALSE
OGTT,gamma-glutamylglycine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,6.47365752731722e-07,0.165077772073528,TRUE
OGTT,gamma-glutamylhistidine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,5.79547735202581e-09,-0.0651490172260269,TRUE
OGTT,gamma-glutamylisoleucine*,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,4.19761201272116e-13,-0.323498761985389,TRUE
OGTT,gamma-glutamylleucine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,1.62747873734036e-18,-0.381498659195481,TRUE
OGTT,gamma-glutamylmethionine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,4.8290570820685e-13,-0.22637744439989,TRUE
OGTT,gamma-glutamylphenylalanine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,1.09561918861676e-12,-0.216674842628211,TRUE
OGTT,gamma-glutamylthreonine*,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,3.75814187621056e-09,0.0877769640772096,TRUE
OGTT,gamma-glutamyltryptophan,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,3.15731123803438e-09,-0.212119654294046,TRUE
OGTT,gamma-glutamyltyrosine,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,6.27759644657638e-19,-0.264243625693453,TRUE
OGTT,gamma-glutamylvaline,Metabolon HD4 [nt-ms],Peptide,Gamma-glutamyl Amino Acid,4.5260791149046e-12,-0.175462104024567,TRUE
OGTT,gamma-tocopherol/beta-tocopherol,Metabolon HD4 [nt-ms],Cofactors and Vitamins,Tocopherol Metabolism,0.0682871860706829,-0.331989576654299,FALSE
OGTT,gluconate,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,2.46201290871291e-06,0.220849706819776,TRUE
OGTT,glucose,Metabolon HD4 [nt-ms],Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",4.91278373794671e-18,0.122221127098965,TRUE
OGTT,glucuronate,Metabolon HD4 [nt-ms],Carbohydrate,Aminosugar Metabolism,0.814620340353058,-0.0181744431166591,FALSE
OGTT,glutamate,Metabolon HD4 [nt-ms],Amino Acid,Glutamate Metabolism,0.000128283792237817,-0.0100711305576607,FALSE
OGTT,glutamine,Biocrates p150 [t-ms],Amino Acid,,0.00125439723408259,9.06092975923823,FALSE
OGTT,glutamine,Metabolon HD4 [nt-ms],Amino Acid,Glutamate Metabolism,0.00039086181423224,-0.0466732075306617,FALSE
OGTT,glutarate (pentanedioate),Metabolon HD4 [nt-ms],Amino Acid,Lysine Metabolism,0.289617417726069,0.116828244891573,FALSE
OGTT,glutarylcarnitine (C5),Metabolon HD4 [nt-ms],Amino Acid,Lysine Metabolism,0.591202484785459,0.00533750794838213,FALSE
OGTT,glycerate,Metabolon HD4 [nt-ms],Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",0.366272452899354,-0.0716376356954788,FALSE
OGTT,glycerol 3-phosphate,Metabolon HD4 [nt-ms],Lipid,Glycerolipid Metabolism,0.0032352690445365,-0.216266020469113,FALSE
OGTT,glycerol,Metabolon HD4 [nt-ms],Lipid,Glycerolipid Metabolism,1.48581708934179e-05,-0.79608567612267,TRUE
OGTT,glycerophosphoethanolamine,Metabolon HD4 [nt-ms],Lipid,Phospholipid Metabolism,0.500224752997072,-0.0285919892835423,FALSE
OGTT,glycerophosphorylcholine (GPC),Metabolon HD4 [nt-ms],Lipid,Phospholipid Metabolism,0.561258628149451,0.116854419137245,FALSE
OGTT,glycine,Biocrates p150 [t-ms],Amino Acid,,0.0122007061129572,8.00708250949541,FALSE
OGTT,glycine,Metabolon HD4 [nt-ms],Amino Acid,"Glycine, Serine and Threonine Metabolism",0.000463136955356396,0.110997075232863,FALSE
OGTT,glycochenodeoxycholate glucuronide (1),Metabolon HD4 [nt-ms],Lipid,Primary Bile Acid Metabolism,0.669621807873978,-0.79448116996698,FALSE
OGTT,glycochenodeoxycholate sulfate,Metabolon HD4 [nt-ms],Lipid,Primary Bile Acid Metabolism,0.408782835335775,-0.761556182019867,FALSE
OGTT,glycochenodeoxycholate,Metabolon HD4 [nt-ms],Lipid,Primary Bile Acid Metabolism,1.47008131252078e-06,-0.95101822949174,TRUE
OGTT,glycocholate,Metabolon HD4 [nt-ms],Lipid,Primary Bile Acid Metabolism,4.11489616242005e-08,-0.670024076475435,TRUE
OGTT,glycocholenate sulfate*,Metabolon HD4 [nt-ms],Lipid,Secondary Bile Acid Metabolism,0.0778596993465405,-0.0742312826129664,FALSE
OGTT,glycodeoxycholate sulfate,Metabolon HD4 [nt-ms],Lipid,Secondary Bile Acid Metabolism,0.155080181053929,-1.06019643291524,FALSE
OGTT,glycohyocholate,Metabolon HD4 [nt-ms],Lipid,Secondary Bile Acid Metabolism,0.271982060440506,-0.705520328733886,FALSE
OGTT,glycolithocholate sulfate*,Metabolon HD4 [nt-ms],Lipid,Secondary Bile Acid Metabolism,0.40804649430849,-0.766310726621777,FALSE
OGTT,glycolithocholate,Metabolon HD4 [nt-ms],Lipid,Secondary Bile Acid Metabolism,0.0376779677331709,-0.441507958188136,FALSE
OGTT,glycoursodeoxycholate,Metabolon HD4 [nt-ms],Lipid,Secondary Bile Acid Metabolism,0.00348453412437875,-0.929270525016021,FALSE
OGTT,guanidinoacetate,Metabolon HD4 [nt-ms],Amino Acid,Creatine Metabolism,1.66045924850178e-07,0.0557018234471757,TRUE
OGTT,hexadecanedioate,Metabolon HD4 [nt-ms],Lipid,"Fatty Acid, Dicarboxylate",1.30223004866747e-15,-0.761214565550849,TRUE
OGTT,hexanoylcarnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),1.23658601027862e-15,-0.653346849869208,TRUE
OGTT,hippurate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,3.62109806684126e-15,0.747256466399638,TRUE
OGTT,histidine,Biocrates p150 [t-ms],Amino Acid,,1.11013010849958e-05,6.58253813597569,TRUE
OGTT,histidine,Metabolon HD4 [nt-ms],Amino Acid,Histidine Metabolism,0.00914277263482827,-0.100043826413033,FALSE
OGTT,homoarginine,Metabolon HD4 [nt-ms],Amino Acid,Urea cycle; Arginine and Proline Metabolism,6.74275503064018e-11,-0.120279406288376,TRUE
OGTT,homocitrulline,Metabolon HD4 [nt-ms],Amino Acid,Urea cycle; Arginine and Proline Metabolism,0.00367257416351031,-0.387416288181043,FALSE
OGTT,homostachydrine*,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,0.186041576609768,-0.0261353366443229,FALSE
OGTT,hydantoin-5-propionic acid,Metabolon HD4 [nt-ms],Amino Acid,Histidine Metabolism,1.46913918335075e-05,-0.698715911271585,TRUE
OGTT,hyocholate,Metabolon HD4 [nt-ms],Lipid,Secondary Bile Acid Metabolism,0.000580022285968148,0.442955556202354,FALSE
OGTT,hypotaurine,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.271476347597161,-0.0522636510426603,FALSE
OGTT,hypoxanthine,Metabolon HD4 [nt-ms],Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.0039749264589285,-0.0343062778546553,FALSE
OGTT,imidazole lactate,Metabolon HD4 [nt-ms],Amino Acid,Histidine Metabolism,0.233093900854698,-0.24612055850644,FALSE
OGTT,imidazole propionate,Metabolon HD4 [nt-ms],Amino Acid,Histidine Metabolism,0.489928665537591,0.00865177743602974,FALSE
OGTT,iminodiacetate (IDA),Metabolon HD4 [nt-ms],Xenobiotics,Chemical,0.497429987783997,-0.0745401949609276,FALSE
OGTT,indoleacetate,Metabolon HD4 [nt-ms],Amino Acid,Tryptophan Metabolism,0.00573880705625109,0.338186452087654,FALSE
OGTT,indoleacetylglutamine,Metabolon HD4 [nt-ms],Amino Acid,Tryptophan Metabolism,0.012472274792405,0.526141750083775,FALSE
OGTT,indolelactate,Metabolon HD4 [nt-ms],Amino Acid,Tryptophan Metabolism,0.000877356256311752,0.0472602520925951,FALSE
OGTT,indolepropionate,Metabolon HD4 [nt-ms],Amino Acid,Tryptophan Metabolism,0.317252006930018,1.00983970818792,FALSE
OGTT,indolin-2-one,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,0.318190753930211,0.0743112273854741,FALSE
OGTT,inosine,Metabolon HD4 [nt-ms],Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",0.000452702394581806,0.261403792231677,FALSE
OGTT,isobutyrylcarnitine,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.000822065115224732,-0.117942187076002,FALSE
OGTT,isobutyrylglycine,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.047141768465901,-0.233040569954406,FALSE
OGTT,isoleucine,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",4.63321346270882e-16,-0.448554598044235,TRUE
OGTT,isovalerate,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",2.95454906429194e-05,-0.352305465603327,TRUE
OGTT,isovalerylcarnitine,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.0354233636256016,-0.188897189728246,FALSE
OGTT,isovalerylglycine,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.067158437751608,-0.470084513089669,FALSE
OGTT,kynurenate,Metabolon HD4 [nt-ms],Amino Acid,Tryptophan Metabolism,0.000236114835625684,-0.328310440402588,FALSE
OGTT,kynurenine,Metabolon HD4 [nt-ms],Amino Acid,Tryptophan Metabolism,0.00440774281443254,0.0292778871201939,FALSE
OGTT,lactate,Metabolon HD4 [nt-ms],Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",5.94202738075737e-12,-0.0197814574030984,TRUE
OGTT,lanthionine,Metabolon HD4 [nt-ms],Xenobiotics,Chemical,0.498920670584924,-0.667500762952857,FALSE
OGTT,laurate (12:0),Metabolon HD4 [nt-ms],Lipid,Medium Chain Fatty Acid,3.34424818024307e-14,-0.516292469275705,TRUE
OGTT,laurylcarnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),1.55536543360571e-14,-0.393294080969376,TRUE
OGTT,leucine or isoleucine,Biocrates p150 [t-ms],Amino Acid,,1.1507529471269e-34,7.43033470641322,TRUE
OGTT,leucine,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1.09699368470938e-16,-0.346768940246387,TRUE
OGTT,linoleamide (18:2n6),Metabolon HD4 [nt-ms],Lipid,"Fatty Acid, Amide",0.461029033440574,0.0509573851739498,FALSE
OGTT,linoleoylcarnitine*,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),6.37661072425581e-08,-0.344635671627883,TRUE
OGTT,lysine,Metabolon HD4 [nt-ms],Amino Acid,Lysine Metabolism,0.00797954295579112,-0.0998072601982893,FALSE
OGTT,lysoPC a C14:0,Biocrates p150 [t-ms],Lipid,Glycerophospholipids,0.0392511178426464,1.34449437469304,FALSE
OGTT,lysoPC a C16:0,Biocrates p150 [t-ms],Lipid,Glycerophospholipids,0.156707872659574,6.27726499410697,FALSE
OGTT,lysoPC a C16:1,Biocrates p150 [t-ms],Lipid,Glycerophospholipids,0.170208729224596,1.19969296432482,FALSE
OGTT,lysoPC a C17:0,Biocrates p150 [t-ms],Lipid,Glycerophospholipids,0.181651167658307,0.647170822130121,FALSE
OGTT,lysoPC a C18:0,Biocrates p150 [t-ms],Lipid,Glycerophospholipids,0.162007733128254,4.37118734498554,FALSE
OGTT,lysoPC a C18:2,Biocrates p150 [t-ms],Lipid,Glycerophospholipids,1.05695202029348e-06,4.87017512359729,TRUE
OGTT,lysoPC a C20:3,Biocrates p150 [t-ms],Lipid,Glycerophospholipids,0.00245741363457096,1.21059034757161,FALSE
OGTT,lysoPC a C20:4,Biocrates p150 [t-ms],Lipid,Glycerophospholipids,0.069968457431582,2.83382868718293,FALSE
OGTT,malate,Metabolon HD4 [nt-ms],Energy,TCA Cycle,0.0085928058512697,-0.123576325185323,FALSE
OGTT,maleate,Metabolon HD4 [nt-ms],Lipid,"Fatty Acid, Dicarboxylate",0.104640366895076,0.0264530544952724,FALSE
OGTT,malonate,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Synthesis,0.302762595807232,-0.242113569983563,FALSE
OGTT,malonylcarnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Synthesis,0.776487466262575,-0.139938936732597,FALSE
OGTT,maltose,Metabolon HD4 [nt-ms],Carbohydrate,Glycogen Metabolism,1.64169005773246e-08,-0.0634458136480489,TRUE
OGTT,maltotriose,Metabolon HD4 [nt-ms],Carbohydrate,Glycogen Metabolism,0.00151582268402691,-0.0415148213868248,FALSE
OGTT,mannitol/sorbitol,Metabolon HD4 [nt-ms],Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1.70942622176746e-15,0.640461473601488,TRUE
OGTT,mannose,Metabolon HD4 [nt-ms],Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1.87388492884241e-35,-0.0642706828563159,TRUE
OGTT,methionine sulfone,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",0.241545692844764,-0.314907776904631,FALSE
OGTT,methionine sulfoxide,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2.01609369747779e-06,-0.428394784629904,TRUE
OGTT,methionine,Biocrates p150 [t-ms],Amino Acid,,4.97135415963789e-26,4.67750343436618,TRUE
OGTT,methionine,Metabolon HD4 [nt-ms],Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1.14766924167935e-11,-0.174636817171996,TRUE
OGTT,methyl glucopyranoside (alpha + beta),Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,0.724370979105542,0.626803788999212,FALSE
OGTT,methyl indole-3-acetate,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,0.197287214447203,0.216505720821936,FALSE
OGTT,methyl-4-hydroxybenzoate sulfate,Metabolon HD4 [nt-ms],Xenobiotics,Benzoate Metabolism,0.00167960369242328,0.441412423159064,FALSE
OGTT,methylmalonate (MMA),Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism (also BCAA Metabolism),0.774872691491438,-0.0184088564117661,FALSE
OGTT,methylsuccinate,Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.0251996384550914,-0.0700485392898065,FALSE
OGTT,methylsuccinoylcarnitine (1),Metabolon HD4 [nt-ms],Amino Acid,"Leucine, Isoleucine and Valine Metabolism",0.306651749880229,0.208826404086196,FALSE
OGTT,myo-inositol,Metabolon HD4 [nt-ms],Lipid,Inositol Metabolism,0.052706993506076,-0.0374633540013929,FALSE
OGTT,myristoleoylcarnitine*,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),1.06685029826741e-13,-0.978557488573181,TRUE
OGTT,myristoylcarnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),1.18129239715215e-13,-0.17350463649803,TRUE
OGTT,nicotinamide riboside,Metabolon HD4 [nt-ms],Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.688726650606401,0.0242568435681535,FALSE
OGTT,nicotinamide,Metabolon HD4 [nt-ms],Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,0.676541518310951,0.274499703971102,FALSE
OGTT,o-cresol sulfate,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,0.335745027512699,0.205789267910217,FALSE
OGTT,octadecanedioate,Metabolon HD4 [nt-ms],Lipid,"Fatty Acid, Dicarboxylate",1.54172729174755e-06,-0.617436884235424,TRUE
OGTT,octanoylcarnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),6.0629686901331e-11,-0.544034089844396,TRUE
OGTT,oleamide,Metabolon HD4 [nt-ms],Lipid,"Fatty Acid, Amide",0.494714545253701,0.115848602631384,FALSE
OGTT,oleoyl ethanolamide,Metabolon HD4 [nt-ms],Lipid,Endocannabinoid,1.12684039292472e-05,-0.6650117555288,TRUE
OGTT,oleoylcarnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),6.55356518744931e-11,-0.580312249284351,TRUE
OGTT,ornithine,Biocrates p150 [t-ms],Amino Acid,,2.36199926372441e-14,5.58886678601509,TRUE
OGTT,ornithine,Metabolon HD4 [nt-ms],Amino Acid,Urea cycle; Arginine and Proline Metabolism,7.77081525889807e-08,0.0449595643950659,TRUE
OGTT,orotate,Metabolon HD4 [nt-ms],Nucleotide,"Pyrimidine Metabolism, Orotate containing",0.00223476689277804,-0.194045874830096,FALSE
OGTT,orotidine,Metabolon HD4 [nt-ms],Nucleotide,"Pyrimidine Metabolism, Orotate containing",0.0430416148337432,-0.0742759743119347,FALSE
OGTT,oxalate (ethanedioate),Metabolon HD4 [nt-ms],Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,0.0132971768019631,-0.165506015276234,FALSE
OGTT,p-cresol sulfate,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,0.0223866176346526,-0.650582007073768,FALSE
OGTT,p-cresol-glucuronide*,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,0.396474576729178,-0.959006200473925,FALSE
OGTT,palmitic amide,Metabolon HD4 [nt-ms],Lipid,"Fatty Acid, Amide",0.5997584797714,0.101922203835076,FALSE
OGTT,palmitoyl ethanolamide,Metabolon HD4 [nt-ms],Lipid,Endocannabinoid,4.43437169728754e-07,-0.200611826514624,TRUE
OGTT,palmitoylcarnitine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism(Acyl Carnitine),4.11646539297842e-08,0.0197489849177193,TRUE
OGTT,palmitoylcholine,Metabolon HD4 [nt-ms],Lipid,Fatty Acid Metabolism (Acyl Choline),0.00365869726088461,0.282980481417643,FALSE
OGTT,pantothenate,Metabolon HD4 [nt-ms],Cofactors and Vitamins,Pantothenate and CoA Metabolism,0.3149294961852,-0.326573423844161,FALSE
OGTT,paraxanthine,Metabolon HD4 [nt-ms],Xenobiotics,Xanthine Metabolism,6.16985152741404e-13,0.708508238277236,TRUE
OGTT,phenol sulfate,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,0.121429430953463,0.158862821874249,FALSE
OGTT,phenylacetylcarnitine,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,3.99725286073873e-05,-0.16399886845781,TRUE
OGTT,phenylacetylglutamate,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,0.221247280229935,-0.598344507378595,FALSE
OGTT,phenylacetylglutamine,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,0.865557826144881,-0.250629245010198,FALSE
OGTT,phenylalanine,Biocrates p150 [t-ms],Amino Acid,,4.99555552874502e-16,5.4892803163143,TRUE
OGTT,phenylalanine,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,7.83026969478539e-14,-0.248633547629399,TRUE
OGTT,phenyllactate (PLA),Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,0.000299238076610631,-0.256537291631532,FALSE
OGTT,phenylpyruvate,Metabolon HD4 [nt-ms],Amino Acid,Phenylalanine and Tyrosine Metabolism,0.209228895821396,-0.21439491396512,FALSE
OGTT,phosphate,Metabolon HD4 [nt-ms],Energy,Oxidative Phosphorylation,2.17287258544131e-05,-0.27406754216273,TRUE
OGTT,phosphoethanolamine,Metabolon HD4 [nt-ms],Lipid,Phospholipid Metabolism,4.10069369617118e-05,-0.160991180643646,TRUE
OGTT,phytanate,Metabolon HD4 [nt-ms],Xenobiotics,Food Component/Plant,8.82326033308818e-16,0.199276906492017,TRUE
OGTT,pipecolate,Metabolon HD4 [nt-ms],Amino Acid,Lysine Metabolism,0.51678980612362,-0.00159385985065797,FALSE
