metabolite,platform_name,super_pathway,sub_pathway,significant_any_challenge,significant_fasting_pat_oltt,true_count,challenge_time,challenge,mean_response,log2_foldchange,p_value,neg_log10_p_value,abs_log2_foldchange
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,Fasting,-0.498695891553756,-0.557914218273666,1.23917153870523e-06,5.90686857001097,0.557914218273666
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,Fasting,-0.234132077897788,-0.293350404617698,1.23917153870523e-06,5.90686857001097,0.293350404617698
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,Fasting,-0.309498661218534,-0.368716987938444,1.23917153870523e-06,5.90686857001097,0.368716987938444
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,Fasting,0.603923616491248,0.544705289771338,1.23917153870523e-06,5.90686857001097,0.544705289771338
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,600,Fasting,0.00934050521148045,-0.0498778215084295,1.23917153870523e-06,5.90686857001097,0.0498778215084295
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,720,Fasting,0.102414547867983,0.043196221148073,1.23917153870523e-06,5.90686857001097,0.043196221148073
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,840,Fasting,0.323095981914364,0.263877655194454,1.23917153870523e-06,5.90686857001097,0.263877655194454
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,960,Fasting,1.00574007859996,0.946521751880049,1.23917153870523e-06,5.90686857001097,0.946521751880049
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,1920,Fasting,-0.626179932389936,-0.685398259109846,1.23917153870523e-06,5.90686857001097,0.685398259109846
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,PAT,-0.230467843827081,0,0.110240957561553,0.957657023104336,0
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,15,PAT,0.0320809528274322,0.262548796654513,0.110240957561553,0.957657023104336,0.262548796654513
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,PAT,0.133269546118511,0.363737389945592,0.110240957561553,0.957657023104336,0.363737389945592
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,45,PAT,-0.464944222337373,-0.234476378510292,0.110240957561553,0.957657023104336,0.234476378510292
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,PAT,0.270238975650072,0.500706819477153,0.110240957561553,0.957657023104336,0.500706819477153
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,PAT,-0.199144668045832,0.0313231757812496,0.110240957561553,0.957657023104336,0.0313231757812496
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,PAT,0.00621313173865491,0.236680975565736,0.110240957561553,0.957657023104336,0.236680975565736
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,OLTT,0.694698868651778,0,0.00603118434346487,2.21959739709263,0
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,OLTT,0.00441975921304948,-0.690279109438729,0.00603118434346487,2.21959739709263,0.690279109438729
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,OLTT,-0.244896245480518,-0.939595114132296,0.00603118434346487,2.21959739709263,0.939595114132296
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,OLTT,-0.371701959102871,-1.06640082775465,0.00603118434346487,2.21959739709263,1.06640082775465
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,OLTT,-0.119972720143483,-0.814671588795262,0.00603118434346487,2.21959739709263,0.814671588795262
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,180,OLTT,-0.354654710918695,-1.04935357957047,0.00603118434346487,2.21959739709263,1.04935357957047
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,OLTT,-0.271327546687213,-0.966026415338991,0.00603118434346487,2.21959739709263,0.966026415338991
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,300,OLTT,0.0577596307987879,-0.63693923785299,0.00603118434346487,2.21959739709263,0.63693923785299
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,OLTT,0.328788021783715,-0.365910846868063,0.00603118434346487,2.21959739709263,0.365910846868063
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,420,OLTT,0.297301700610734,-0.397397168041044,0.00603118434346487,2.21959739709263,0.397397168041044
2-arachidonoyl-gpe (20:4),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,OLTT,-0.00288716459459949,-0.697586033246378,0.00603118434346487,2.21959739709263,0.697586033246378
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,Fasting,-0.257013012235071,0,8.67045581658382e-06,5.06195807052569,0
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,Fasting,-0.316697073549461,-0.0596840613143904,8.67045581658382e-06,5.06195807052569,0.0596840613143904
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,Fasting,-0.397614630658299,-0.140601618423229,8.67045581658382e-06,5.06195807052569,0.140601618423229
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,Fasting,-0.441287754368992,-0.184274742133921,8.67045581658382e-06,5.06195807052569,0.184274742133921
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,Fasting,0.478072376757487,0.735085388992557,8.67045581658382e-06,5.06195807052569,0.735085388992557
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,600,Fasting,0.0170438809971873,0.274056893232258,8.67045581658382e-06,5.06195807052569,0.274056893232258
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,720,Fasting,0.177720573662295,0.434733585897365,8.67045581658382e-06,5.06195807052569,0.434733585897365
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,840,Fasting,0.555195283791229,0.8122082960263,8.67045581658382e-06,5.06195807052569,0.8122082960263
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,960,Fasting,1.08551054192372,1.34252355415879,8.67045581658382e-06,5.06195807052569,1.34252355415879
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,1920,Fasting,0.0511867254657667,0.308199737700837,8.67045581658382e-06,5.06195807052569,0.308199737700837
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,PAT,-0.32548972208465,0,0.263620379467291,0.579021019161209,0
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,15,PAT,-0.540654891836401,-0.215165169751751,0.263620379467291,0.579021019161209,0.215165169751751
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,PAT,-0.459670837656508,-0.134181115571858,0.263620379467291,0.579021019161209,0.134181115571858
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,45,PAT,-0.421159282993941,-0.0956695609092915,0.263620379467291,0.579021019161209,0.0956695609092915
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,PAT,-0.0490524063896355,0.276437315695014,0.263620379467291,0.579021019161209,0.276437315695014
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,PAT,-0.310688325563856,0.0148013965207938,0.263620379467291,0.579021019161209,0.0148013965207938
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,PAT,-0.221130853286522,0.104358868798127,0.263620379467291,0.579021019161209,0.104358868798127
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,OLTT,1.16528055936021,0,0.0032300372347204,2.49079247124772,0
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,OLTT,0.281457582454548,-0.883822976905659,0.0032300372347204,2.49079247124772,0.883822976905659
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,OLTT,0.150882418307085,-1.01439814105312,0.0032300372347204,2.49079247124772,1.01439814105312
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,OLTT,-0.178498698276234,-1.34377925763644,0.0032300372347204,2.49079247124772,1.34377925763644
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,OLTT,0.00704219751305866,-1.15823836184715,0.0032300372347204,2.49079247124772,1.15823836184715
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,180,OLTT,-0.307022322833297,-1.47230288219351,0.0032300372347204,2.49079247124772,1.47230288219351
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,OLTT,-0.298763958241968,-1.46404451760218,0.0032300372347204,2.49079247124772,1.46404451760218
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,300,OLTT,-0.162655886466244,-1.32793644582645,0.0032300372347204,2.49079247124772,1.32793644582645
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,OLTT,0.273710949073109,-0.891569610287099,0.0032300372347204,2.49079247124772,0.891569610287099
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,420,OLTT,0.327084680990992,-0.838195878369215,0.0032300372347204,2.49079247124772,0.838195878369215
2-docosahexaenoyl-gpc (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,OLTT,0.117211886144397,-1.04806867321581,0.0032300372347204,2.49079247124772,1.04806867321581
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,Fasting,0.20263844356367,0,2.73023069430036e-06,5.56380065514653,0
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,Fasting,-0.273399305874169,-0.476037749437839,2.73023069430036e-06,5.56380065514653,0.476037749437839
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,Fasting,-0.150270517882146,-0.352908961445816,2.73023069430036e-06,5.56380065514653,0.352908961445816
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,Fasting,-0.0247443425322786,-0.227382786095949,2.73023069430036e-06,5.56380065514653,0.227382786095949
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,Fasting,0.926357442488518,0.723718998924848,2.73023069430036e-06,5.56380065514653,0.723718998924848
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,600,Fasting,0.194756382577578,-0.00788206098609245,2.73023069430036e-06,5.56380065514653,0.00788206098609245
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,720,Fasting,0.497973572093489,0.295335128529819,2.73023069430036e-06,5.56380065514653,0.295335128529819
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,840,Fasting,0.606265883843325,0.403627440279655,2.73023069430036e-06,5.56380065514653,0.403627440279655
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,960,Fasting,1.25944546620224,1.05680702263857,2.73023069430036e-06,5.56380065514653,1.05680702263857
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,1920,Fasting,-0.131898961431352,-0.334537404995022,2.73023069430036e-06,5.56380065514653,0.334537404995022
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,PAT,-0.640262952059782,0,0.00202540364771387,2.69348841219972,0
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,15,PAT,-0.280368734045016,0.359894218014766,0.00202540364771387,2.69348841219972,0.359894218014766
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,PAT,-0.379499986072911,0.260762965986871,0.00202540364771387,2.69348841219972,0.260762965986871
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,45,PAT,-0.530485417867064,0.109777534192718,0.00202540364771387,2.69348841219972,0.109777534192718
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,PAT,-0.211573114986234,0.428689837073549,0.00202540364771387,2.69348841219972,0.428689837073549
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,PAT,-0.304552748324287,0.335710203735496,0.00202540364771387,2.69348841219972,0.335710203735496
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,PAT,0.0308452456060711,0.671108197665853,0.00202540364771387,2.69348841219972,0.671108197665853
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,OLTT,0.736495620091103,0,0.000211330454941622,3.67503791203422,0
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,OLTT,0.231017651769029,-0.505477968322074,0.000211330454941622,3.67503791203422,0.505477968322074
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,OLTT,-0.0228700810579993,-0.759365701149103,0.000211330454941622,3.67503791203422,0.759365701149103
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,OLTT,-0.282845544133542,-1.01934116422465,0.000211330454941622,3.67503791203422,1.01934116422465
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,OLTT,-0.262170634912953,-0.998666255004056,0.000211330454941622,3.67503791203422,0.998666255004056
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,180,OLTT,-0.69741551429926,-1.43391113439036,0.000211330454941622,3.67503791203422,1.43391113439036
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,OLTT,-0.535223763808778,-1.27171938389988,0.000211330454941622,3.67503791203422,1.27171938389988
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,300,OLTT,0.115374947438952,-0.621120672652151,0.000211330454941622,3.67503791203422,0.621120672652151
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,OLTT,0.140424644082341,-0.596070976008763,0.000211330454941622,3.67503791203422,0.596070976008763
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,420,OLTT,-0.0378539057831951,-0.774349525874299,0.000211330454941622,3.67503791203422,0.774349525874299
2-docosahexaenoyl-gpe (22:6),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,OLTT,-0.176159774685353,-0.912655394776456,0.000211330454941622,3.67503791203422,0.912655394776456
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,0,Fasting,-0.706633512949329,0,0.876086818472,0.0574528539745899,0
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,120,Fasting,-0.74861159178962,-0.0419780788402913,0.876086818472,0.0574528539745899,0.0419780788402913
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,240,Fasting,-0.755546738324224,-0.0489132253748954,0.876086818472,0.0574528539745899,0.0489132253748954
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,360,Fasting,-0.707492496394471,-0.000858983445142236,0.876086818472,0.0574528539745899,0.000858983445142236
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,480,Fasting,-0.717962936145833,-0.0113294231965042,0.876086818472,0.0574528539745899,0.0113294231965042
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,600,Fasting,-0.820969893947089,-0.114336380997761,0.876086818472,0.0574528539745899,0.114336380997761
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,720,Fasting,-0.789184348449439,-0.0825508355001101,0.876086818472,0.0574528539745899,0.0825508355001101
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,840,Fasting,-0.834249399045711,-0.127615886096382,0.876086818472,0.0574528539745899,0.127615886096382
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,960,Fasting,-0.833491472476468,-0.126857959527139,0.876086818472,0.0574528539745899,0.126857959527139
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,1920,Fasting,-0.819169818345137,-0.112536305395808,0.876086818472,0.0574528539745899,0.112536305395808
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,0,PAT,0.152018339319321,0,0.00626727614695831,2.20292116911717,0
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,15,PAT,0.234434958656127,0.0824166193368066,0.00626727614695831,2.20292116911717,0.0824166193368066
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,30,PAT,-0.0660159561309871,-0.218034295450308,0.00626727614695831,2.20292116911717,0.218034295450308
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,45,PAT,-0.060303735958459,-0.21232207527778,0.00626727614695831,2.20292116911717,0.21232207527778
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,60,PAT,-0.0769702254133875,-0.228988564732708,0.00626727614695831,2.20292116911717,0.228988564732708
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,90,PAT,-0.152265493026677,-0.304283832345998,0.00626727614695831,2.20292116911717,0.304283832345998
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,120,PAT,-0.153331327264676,-0.305349666583996,0.00626727614695831,2.20292116911717,0.305349666583996
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,0,OLTT,-1.05056637894888,0,3.99387675505015e-24,23.3986053409244,0
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,30,OLTT,0.0648488887878827,1.11541526773676,3.99387675505015e-24,23.3986053409244,1.11541526773676
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,60,OLTT,0.43235642911828,1.48292280806716,3.99387675505015e-24,23.3986053409244,1.48292280806716
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,90,OLTT,0.755683166516521,1.8062495454654,3.99387675505015e-24,23.3986053409244,1.8062495454654
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,120,OLTT,0.448659745425446,1.49922612437432,3.99387675505015e-24,23.3986053409244,1.49922612437432
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,180,OLTT,1.0458348263735,2.09640120532238,3.99387675505015e-24,23.3986053409244,2.09640120532238
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,240,OLTT,1.75732260311402,2.8078889820629,3.99387675505015e-24,23.3986053409244,2.8078889820629
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,300,OLTT,1.52688134579027,2.57744772473915,3.99387675505015e-24,23.3986053409244,2.57744772473915
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,360,OLTT,1.37508286509396,2.42564924404284,3.99387675505015e-24,23.3986053409244,2.42564924404284
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,420,OLTT,0.990529872024008,2.04109625097289,3.99387675505015e-24,23.3986053409244,2.04109625097289
2-hydroxydecanoate,Metabolon HD4 [nt-ms],Lipids,"Fatty Acid, Monohydroxy",TRUE,FALSE,1,480,OLTT,0.509112284391048,1.55967866333993,3.99387675505015e-24,23.3986053409244,1.55967866333993
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,Fasting,-0.0202349130799944,0,0.0363247635258638,1.43979720427693,0
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,Fasting,-0.188059130817059,-0.167824217737065,0.0363247635258638,1.43979720427693,0.167824217737065
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,240,Fasting,-0.518410516583194,-0.498175603503199,0.0363247635258638,1.43979720427693,0.498175603503199
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,360,Fasting,-0.678977943467807,-0.658743030387813,0.0363247635258638,1.43979720427693,0.658743030387813
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,480,Fasting,-0.149666354447166,-0.129431441367172,0.0363247635258638,1.43979720427693,0.129431441367172
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,600,Fasting,-0.627582271113424,-0.607347358033429,0.0363247635258638,1.43979720427693,0.607347358033429
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,720,Fasting,-0.631157907367615,-0.610922994287621,0.0363247635258638,1.43979720427693,0.610922994287621
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,840,Fasting,-0.532078180195011,-0.511843267115017,0.0363247635258638,1.43979720427693,0.511843267115017
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,960,Fasting,-0.0799991190429145,-0.0597642059629201,0.0363247635258638,1.43979720427693,0.0597642059629201
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,1920,Fasting,-0.798850304413282,-0.778615391333287,0.0363247635258638,1.43979720427693,0.778615391333287
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,0,PAT,0.0107429493987175,0,0.234929571117452,0.629062314151142,0
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,15,PAT,0.0143185856529092,0.00357563625419172,0.234929571117452,0.629062314151142,0.00357563625419172
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,30,PAT,0.0709174266666321,0.0601744772679147,0.234929571117452,0.629062314151142,0.0601744772679147
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,45,PAT,-0.190720261024672,-0.20146321042339,0.234929571117452,0.629062314151142,0.20146321042339
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,60,PAT,0.175527052440398,0.164784103041681,0.234929571117452,0.629062314151142,0.164784103041681
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,90,PAT,-0.208145308668948,-0.218888258067665,0.234929571117452,0.629062314151142,0.218888258067665
2-linoleoyl-gpc (18:2),Metabolon HD4 [nt-ms],Lipids,Lysolipid,TRUE,FALSE,1,120,PAT,-0.277598335449678,-0.288341284848395,0.234929571117452,0.629062314151142,0.288341284848395
